number,borders,address,july,august,sept,links,rajon,country,difference
120173,"с.Високе Поле, с.Зелене Поле, с.Лісове, с.Новопокровка","вул.Південна, 44, с.Зелене Поле, Криворізький р-н, Дніпропетровська обл., 53041 (школа, фойє)",569,575,648,!cm_core.cm_index?option=ext_dvk&pid100=12&pf5242=120173&prejim=1,Глеюватська сільська громада,,13.884007029877
650414,"смт Новотроїцьке – вул.Банкова, вул.Безроднього: 3–15; вул.Белінського, вул.Гагаріна, вул.Першотравнева, вул.Пушкіна: 2А–2Б, 13А; вул.Робітнича, вул.Садова: 2, 4, 6–6А; вул.Соборна: 37, 39–45, 47, 69–85, 102; вул.Суворова: 4–18; пров.Базарний","вул.Соборна, 90, смт Новотроїцьке, Новотроїцький р-н, Херсонська обл., 75300 (будинок культури, танцювальна зала)",1572,1568,2382,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650414&prejim=1,Новотроїцька селищна громада,,51.5267175572519
650415,"смт Новотроїцьке – вул.Вишнева, вул.Горького, вул.Каштанова, вул.Комарова, вул.Лесі Українки, вул.Лісова, вул.Лугова, вул.Матросова, вул.Маяковського, вул.М.Білошкури, вул.Паркова, вул.Пуляєва, вул.Пушкіна: 1–2, 3–13, 14–115; вул.Садова: 1, 3, 5, 7–61; вул.Сергіївська, вул.Соборна: 87А–101, 103–124, 126–210А; вул.Соснова, вул.Степова, вул.Суворова: 19–50; вул.Теплоогарьовська, вул.Толбухіна, вул.Шевченка: 3–39; вул.Ювілейна, вул.8 Березня, пров.Південний","вул.Соборна, 100, смт Новотроїцьке, Новотроїцький р-н, Херсонська обл., 75300 (школа №1, корпус №1, спортивна зала)",1405,1403,2078,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650415&prejim=1,Новотроїцька селищна громада,,47.9003558718861
650417,"смт Новотроїцьке – вул.Будівельників, вул.Гоголя: 66–67, 71, 73–77, 79, 81, 83–126; вул.Дружби, вул.Калинова: 67–130; вул.Космонавтів: 43–92; вул.Миру, вул.Молодіжна, вул.Олімпійська, вул.Польова: 4–30, 32; вул.Свято Троїцька, вул.Соборна: 1–36, 38, 46, 48–68, 124А; вул.Таврійська, вул.Українська, вул.Херсонська, пров.Вузький, пров.Городній, пров.Зелений, пров.Тупіковий, пров.Шкільний","вул.Соборна, 49, смт Новотроїцьке, Новотроїцький р-н, Херсонська обл., 75300 (музична школа, концертна зала)",1659,1654,1831,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650417&prejim=1,Новотроїцька селищна громада,,10.3676913803496
180262,"с.Мокляки, с.Аполлонівка, с.Кам’яногірка","вул.Степанівська, 1А, с.Мокляки, Ємільчинський р-н, Житомирська обл., 11240 (школа, фойє)",335,411,410,!cm_core.cm_index?option=ext_dvk&pid100=18&pf5242=180262&prejim=1,Ємільчинська селищна громада,,22.3880597014925
51545,"м.Вінниця – вул.Гніванське шосе, вул.Гранична, вул.Лірницька, вул.Миколаївська, вул.Тимофіївська, вул.Шкуринецька, пров.Академічний, пров.Архітектурний, пров.Енергетичний, пров.Затишний, пров.Інтелігентний, пров.Мистецький, пров.1-й Гніванське шосе, пров.2-й Аріадни Стебельської, пров.2-й Гніванське шосе, пров.3-й Василя Стефаника, пров.3-й Гніванське шосе, пров.4-й Василя Стефаника, пров.4-й Гніванське шосе, пров.5-й Гніванське шосе","вул.Сонячна, 3А, корп.3, м.Вінниця, Вінницька обл., 21008 (Вінницький національний аграрний університет, корп.3, спортивна зала)",3076,3104,2500,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051545&prejim=1,Вінницька міська громада,,-18.7256176853056
51546,"м.Вінниця – вул.Академічна, вул.Вишенька, вул.Квітнева, вул.Сонячна, вул.Я.Мудрого, пров.Вишенька, пров.Квітневий, пров.Сучасний","вул.Сонячна, 3, м.Вінниця, Вінницька обл., 21008 (Вінницький національний аграрний університет, корп.2, ауд.2120)",2041,2017,2381,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051546&prejim=1,Вінницька міська громада,,16.6585007349339
51562,"м.Вінниця – вул.Немировича-Данченка, вул.Олени Пчілки, вул.Учительська, вул.Форпостна, вул.Чехова: 18–40; вул.Яблунева, пров.Учительський, пров.1-й Немирівське шосе, проїзд Немировича-Данченка, проїзд Олени Пчілки, проїзд 1-й Чехова, проїзд 2-й Чехова, проїзд 3-й Чехова","вул.Немирівське шосе, 78, м.Вінниця, Вінницька обл., 21034 (Вище професійно-технічне училище №11, хол)",2712,1524,1523,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051562&prejim=1,Вінницька міська громада,,-43.8421828908555
51571,"м.Вінниця – вул.Брацлавська: 1–2 к.ГУРТ, 3–15А, 17–19; вул.Лебединського, вул.Могильчака, пров.Залізничний: 3–6; пров.Могильчака, тупик Брацлавський","вул.Лебединського, 13, м.Вінниця, Вінницька обл., 21034 (Вище художнє професійно-технічне училище №5, хол)",2302,1145,1144,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051571&prejim=1,Вінницька міська громада,,-50.3040834057341
51673,"м.Вінниця – вул.Алли Горської, вул.Андріївська, вул.Володимира Свідзінського, вул.Гагаріна, вул.Житня, вул.Комарова, вул.Незалежна, вул.Олекси Новаківського, вул.П.Загребельного, вул.Пирогова: 149–360А; пров.Андріївський, пров.Гагаріна, пров.Комарова, пров.П.Загребельного, пров.1-й Володимира Свідзінського, пров.1-й Комарова, пров.2-й Володимира Свідзінського, пров.2-й Комарова, пров.3-й Володимира Свідзінського, пров.3-й Комарова, пров.4-й Комарова, пров.5-й Комарова, проїзд Гагаріна, проїзд Житній","вул.Пирогова, 191, м.Вінниця, Вінницька обл., 21008 (школа №36, спортивна зала)",1965,1958,2164,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051673&prejim=1,Вінницька міська громада,,10.1272264631043
320379,"с.Нові Петрівці – вул.Білого Спасу, вул.Богдана, вул.Богуна Івана, вул.Валківська, вул.Вишгородська, вул.Володимирська, вул.Героїв Майдану, вул.Григорія Чубинського, вул.Дачна, вул.Дружби, вул.Івана Франка, вул.Ігорівська, вул.Київська, вул.Княгині Ольги, вул.Корольова, вул.Марко Вовчок, вул.Миколи Лисенка, вул.Миру, вул.Монастирецька, вул.Набережна, вул.Петропавлівська, вул.Свято-Покровська: 1–101, 103, 105–105Б, 107, 111, 113, 115, 117–117Б, 119–119А; вул.Святославська, вул.Семена Палія, вул.Спаська, вул.Ярова, пров.Богдана, пров.Дачний, пров.Київський, пров.Корольова, м-в Вишгородський, м-в Лазарів Сад","вул.Свято-Покровська, 52, с.Нові Петрівці, Вишгородський р-н, Київська обл., 07354 (школа №3, їдальня)",2233,1523,1682,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320379&prejim=1,Петрівська сільська громада,,-24.6753246753247
320381,"с.Нові Петрівці – вул.Василя Сухомлинського, вул.Вінницька, вул.Волинська, вул.Довженка Олександра, вул.Драгоманова Михайла, вул.Кримська, вул.Лесі Українки, вул.Луцька, вул.Межигірська, вул.Музейна, вул.Одеська, вул.Островського, вул.Пушкіна, вул.Свято-Покровська: 102, 104, 106, 108–110А, 112, 114, 116, 118, 120–244, 247, 249, 251, 253–253А, 255, 257, 259, 265, 267, 269–273, 275, 277, 279, 281, 283–285, 289, 293–295; вул.Соборна, вул.Шевченка, пров.Пушкіна, пров.Соборний, Комплекс будівель і споруд","вул.Свято-Покровська, 220, с.Нові Петрівці, Вишгородський р-н, Київська обл., 07354 (будинок культури, актова зала)",2304,1645,1669,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320381&prejim=1,Петрівська сільська громада,,-27.5607638888889
320285,с.Гвоздів,"вул.ім.С.Д.Ковніра, 1, с.Гвоздів, Васильківський р-н, Київська обл., 08634 (Гвоздівська ЗОШ І-ІІ ст., спортивна зала) / вул.ім.С.Д.Ковніра, 3, с.Гвоздів, Васильківський р-н, Київська обл., 08634",337,336,454,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320285&prejim=1,Феодосіївська сільська громада,,34.7181008902077
320330,с.Рославичі,"вул.Спасо-Преображенська, 10А, с.Рославичі, Васильківський р-н, Київська обл., 08681 (сільський клуб, актовий зал)",227,232,418,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320330&prejim=1,Феодосіївська сільська громада,,84.1409691629956
320631,с.Ходосівка,"вул.Соборна, 2, с.Ходосівка, Києво-Святошинський р-н, Київська обл., 08173 (центр культури та мистецтв, глядацька зала, 1-й поверх)",1254,1277,1464,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320631&prejim=1,Феодосіївська сільська громада,,16.7464114832536
510683,"смт Таїрове – вул.Берегова, вул.Бірюзова, вул.Бризова, вул.Гірська, вул.Корабельна, вул.Коралова, вул.Курортна, вул.Лазурна, вул.Майстерська, вул.Парусна, вул.Первоцвітна, вул.Пивоварна, вул.Приміська, вул.Рибпортівська, вул.с/к ’Золота Нива’, вул.Сунична, вул.Східної сакури, вул.Трамвайна, лінія СОП ’Тополя’, пров.Лагунний, пров.Маячний, пров.Морський, пров.Рейдовий, пров.Штормовий, пров.Якірний, просп.ЖБК ’Люстдорф’ Морський, с.Лиманка – вул.Верф’яна, вул.ж/м ""Савіньон"" Степова, вул.ж/м ""Совіньйон"" Берегова, вул.ж/м ""Совіньйон"" Ближня, вул.ж/м ""Совіньйон"" Болгарська, вул.ж/м ""Совіньйон"" Будівельна, вул.ж/м ""Совіньйон"" Бузкова, вул.ж/м ""Совіньйон"" Володимирська, вул.ж/м ""Совіньйон"" Дальня, вул.ж/м ""Совіньйон"" Дачна, вул.ж/м ""Совіньйон"" Дмитрівська, вул.ж/м ""Совіньйон"" Євгеніївська, вул.ж/м ""Совіньйон"" Затишна, вул.ж/м ""Совіньйон"" Земна, вул.ж/м ""Совіньйон"" Зіркова, вул.ж/м ""Совіньйон"" Каштанова, вул.ж/м ""Совіньйон"" Квіткова, вул.ж/м ""Совіньйон"" Київська, вул.ж/м ""Совіньйон"" Кленова, вул.ж/м ""Совіньйон"" Леонідівська, вул.ж/м ""Совіньйон"" Лісова, вул.ж/м ""Совіньйон"" Лунна, вул.ж/м ""Совіньйон"" Львівська, вул.ж/м ""Совіньйон"" Марківська, вул.ж/м ""Совіньйон"" Молодіжна, вул.ж/м ""Совіньйон"" Морська, вул.ж/м ""Совіньйон"" Набережна, вул.ж/м ""Совіньйон"" Незалежності, вул.ж/м ""Совіньйон"" Овідіопольська, вул.ж/м ""Совіньйон"" Одеський Бульвар, вул.ж/м ""Совіньйон"" Окружна, вул.ж/м ""Совіньйон"" Олександрійська, вул.ж/м ""Совіньйон"" Ольгієвська, вул.ж/м ""Совіньйон"" Офіцерська, вул.ж/м ""Совіньйон"" Паркова, вул.ж/м ""Совіньйон"" Південна, вул.ж/м ""Совіньйон"" Планетна, вул.ж/м ""Совіньйон"" Приморська, вул.ж/м ""Совіньйон"" Райдужна, вул.ж/м ""Совіньйон"" Світанку, вул.ж/м ""Совіньйон"" Семенівська, вул.ж/м ""Совіньйон"" Сергіївська, вул.ж/м ""Совіньйон"" Середня, вул.ж/м ""Совіньйон"" Сонячна, вул.ж/м ""Совіньйон"" Соснова, вул.ж/м ""Совіньйон"" Спортивна, вул.ж/м ""Совіньйон"" Таїровська, вул.ж/м ""Совіньйон"" Теплична, вул.ж/м ""Совіньйон"" Центральна, вул.ж/м ""Совіньйон"" Юріївська, вул.ж/м ""Совіньйон"" Ясна, вул.ж/м ’Чорноморка’ Затишна, вул.ж/м ’Чорноморка’ З.Космодем’янської, вул.ж/м ’Чорноморка’ Іванівська, вул.ж/м ’Чорноморка’ Камишева, вул.ж/м ’Чорноморка’ Конституції України, вул.ж/м ’Чорноморка’ Крутоярська, вул.ж/м ""Чорноморка"" Лиманська, вул.ж/м ’Чорноморка’ Майстерська, вул.ж/м ’Чорноморка’ Міліцейська дорога, вул.ж/м ’Чорноморка’ Морська, вул.ж/м ’Чорноморка’ Набережна, вул.ж/м ’Чорноморка’ Надії, вул.ж/м ""Чорноморка"" Незалежності, вул.ж/м ’Чорноморка’ Новосельська, вул.ж/м ’Чорноморка’ Огородна, вул.ж/м ’Чорноморка’ Пивоварна, вул.ж/м ’Чорноморка’ Під’їзна, вул.ж/м ’Чорноморка’ Подвойського, вул.ж/м ’Чорноморка’ Санаторна, вул.ж/м ’Чорноморка’ Слов’янська, вул.ж/м ’Чорноморка’ Уютна, вул.ж/м ’Чорноморка’ Якірна, вул.ж/м ’Чорноморка’ Ясногорська, лінія ж/м ""Совіньйон"" г/о ""Енергетик 2012"", лінія ж/м ’Чорноморка’ с/к Золота Нива, пров.ж/м ""Совіньйон"" Набережний, пров.ж/м ""Совіньйон"" Південносанаторний, пров.ж/м ""Совіньйон"" Світанку, пров.ж/м ""Совіньйон"" Тінистий, пров.ж/м ""Совіньйон"" 2-й Земний, пров.ж/м ""Совіньйон"" 3-й Земний, пров.ж/м ""Совіньйон"" 4-й Земний, пров.ж/м ’Чорноморка’ Північний, пров.ж/м ’Чорноморка’ Ремонтний, просп.ж/м ""Совіньйон"" Мирний","вул.Трамвайна, 3/2, смт Таїрове, Овідіопольський р-н, Одеська обл., 65496 (нежитлове приміщення, хол)",1873,1884,2130,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510683&prejim=1,Таїровська селищна громада,,13.7213027229044
510684,"смт Таїрове – вул.Зелена Балка, вул.Масив-11, вул.Масив-34, с.Лиманка – вул.Дорожна, вул.ж/м ""Дружний"" Абрикосова, вул.ж/м ""Дружний"" Аграрна, вул.ж/м ""Дружний"" Білоруська, вул.ж/м ""Дружний"" Вавілова, вул.ж/м ""Дружний"" Весняна, вул.ж/м ""Дружний"" Вишнева, вул.ж/м ""Дружний"" Відважних, вул.ж/м ""Дружний"" Вільямса: 45; вул.ж/м ""Дружний"" Володимира Висоцького, вул.ж/м ""Дружний"" Дружна, вул.ж/м ""Дружний"" Жемчужна: 1–1А, 3, 9; вул.ж/м ""Дружний"" Зоряна, вул.ж/м ""Дружний"" Калинова, вул.ж/м ""Дружний"" Квіткова, вул.ж/м ""Дружний"" Марії Демченко, вул.ж/м ""Дружний"" Нова, вул.ж/м ""Дружний"" Паркова, вул.ж/м ""Дружний"" Помаранчева, вул.ж/м ""Дружний"" Проектована-1, вул.ж/м ""Дружний"" Світла, вул.ж/м ""Дружний"" Слов’янська, вул.ж/м ""Дружний"" Сонячна, вул.ж/м ""Дружний"" Сузір’я, вул.ж/м ""Дружний"" Теплична, вул.ж/м ""Дружний"" Яблунева, вул.ж/м ""Дружний"" Ясинова, вул.ж/м ’Чорноморка’ Ак.Вільямса, вул.ж/м ’Чорноморка’ Б.Стицьковських, вул.ж/м ’Чорноморка’ Весела, вул.ж/м ’Чорноморка’ Горіхова, вул.ж/м ’Чорноморка’ Григор’єва, вул.ж/м ’Чорноморка’ Демченко, вул.ж/м ’Чорноморка’ Джерельна, вул.ж/м ’Чорноморка’ Дорожна, вул.ж/м ’Чорноморка’ Каштанова, вул.ж/м ’Чорноморка’ К.Лібкнехта, вул.ж/м ’Чорноморка’ Малинова, вул.ж/м ’Чорноморка’ Миру, вул.ж/м ’Чорноморка’ Новоросійська, вул.ж/м ’Чорноморка’ Новоукраїнська, вул.ж/м ’Чорноморка’ Отрадна, вул.ж/м ’Чорноморка’ Парникова, вул.ж/м ’Чорноморка’ Побратимів, вул.ж/м ’Чорноморка’ Польова, вул.ж/м ’Чорноморка’ Прикордонна, вул.ж/м ’Чорноморка’ Приморська, вул.ж/м ’Чорноморка’ Проектована 10, вул.ж/м ’Чорноморка’ Рожева, вул.ж/м ’Чорноморка’ Согласія, вул.ж/м ’Чорноморка’ Сьома, вул.ж/м ’Чорноморка’ Тельмана, вул.ж/м ’Чорноморка’ Торгова, вул.ж/м ’Чорноморка’ Трояндова, вул.ж/м ’Чорноморка’ Хутірська, вул.ж/м ""Чорноморка"" Центральна, вул.ж/м ’Чорноморка-2’ Кілійська, вул.Красива, вул.Малиновського, вул.Молодіжна, вул.Семенівська, вул.Червоногвардійська, лінія Друга, лінія ж/м ""Дружний"" масив 10, лінія ж/м ""Дружний"" 1, лінія ж/м ""Дружний"" 3, лінія ж/м ""Луч"" Берегова, лінія ж/м ""Луч"" Венгера, лінія ж/м ""Луч"" Дукова, лінія ж/м ""Луч"" Стеценко, лінія ж/м ""Луч"" Центральна, лінія ж/м ’Чорноморка’ Перша, лінія ж/м ’Чорноморка’ с/к Зелена Балка, лінія ж/м ’Чорноморка’ с/к Зелена гірка, лінія ж/м ’Чорноморка’ с/к Іллічівець, лінія ж/м ’Чорноморка’ Третя, лінія Лінія 18, пров.ж/м ""Дружний"" 1-й Амундсена, пров.ж/м ""Дружний"" 2-й Амундсена, пров.ж/м Черноморка ’Амундсена’, пров.ж/м ’Чорноморка’ Затишний, пров.ж/м ’Чорноморка’ Сан. ім. Іванова, пров.ж/м ’Чорноморка’ 1-й Амундсена, пров.ж/м ’Чорноморка’ 2-й Амундсена, пров.ж/м ’Чорноморка’ 3-й Амундсена, просп.ж/м ""Чорноморка"" Свободи","просп.ж/м ""Чорноморка"" Свободи, 6, с.Лиманка, Овідіопольський р-н, Одеська обл., 65037 (адмінбудинок КСП ""Нива"", їдальня)",2880,2915,2407,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510684&prejim=1,Таїровська селищна громада,,-16.4236111111111
510685,"смт Таїрове – вул.Масив-15, вул.Масив-30, вул.Массив-9, вул.Садова, с.Лиманка – вул.Будівельна, вул.Горіхова, вул.Дачна, вул.ЖБК ""Дайберг"", вул.ж/м ""Дружний"" Вільямса: 95–95/1; вул.ж/м ""Дружний"" Жемчужна: 2, 4–7; вул.ж/м ""Дружний"" Спортивна, вул.ж/м ""Червоний Хутір"", вул.ж/м ""Червоний Хутір"" Абрикосова, вул.ж/м ""Червоний Хутір"" Березова, вул.ж/м ""Червоний Хутір"" Виноградна, вул.ж/м ""Червоний Хутір"" Горіхова, вул.ж/м ""Червоний Хутір"" Інститутська, вул.ж/м ""Червоний Хутір"" Каштанова, вул.ж/м ""Червоний Хутір"" Кленова, вул.ж/м ""Червоний Хутір"" Колекційна, вул.ж/м ""Червоний Хутір"" Лабораторна, вул.ж/м ""Червоний Хутір"" Малинова, вул.ж/м ’Червоний хутір’ Масив 30, вул.ж/м ""Червоний Хутір"" Мигдальна, вул.ж/м ""Червоний Хутір"" Новоселів, вул.ж/м ’Червоний хутір’ Одеська, вул.ж/м ""Червоний Хутір"" Патріотична, вул.ж/м ""Червоний Хутір"" Першотравнева, вул.ж/м ""Червоний Хутір"" Північна, вул.ж/м ""Червоний Хутір"" Польова, вул.ж/м ""Червоний Хутір"" Ринкова, вул.ж/м ""Червоний Хутір"" Садівницька, вул.ж/м ""Червоний Хутір"" Світла, вул.ж/м ""Червоний Хутір"" с/к ""Садовод ОСГІ"", вул.ж/м ""Червоний Хутір"" Таїровська, вул.ж/м ""Червоний Хутір"" Хуторська, вул.ж/м ""Червоний хутір"" Центральна, вул.ж/м ""Червоний Хутір"" Чорноморська, вул.ж/м ’Чорноморка’ Ізмаїльська, вул.ж/м ’Чорноморка’ Кодимська, вул.ж/м ’Чорноморка’ Овідіопольська, вул.ж/м Чорноморка,Проектовна 4, вул.ж/м Чорноморка,Проектовна 5, вул.ж/м ’Чорноморка-2’ Арцизька, вул.ж/м ’Чорноморка-2’ Балтська, вул.ж/м ’Чорноморка-2’ Березова, вул.ж/м ’Чорноморка-2’ Виноградна, вул.ж/м ’Чорноморка-2’ Гарманна, вул.ж/м ’Чорноморка-2’ Злагоди, вул.ж/м ’Чорноморка-2’ Ізмаїльська, вул.ж/м ’Чорноморка-2’ Камишева, вул.ж/м ’Чорноморка-2’ Кодимська, вул.ж/м ’Чорноморка-2’ Любашівська, вул.ж/м ’Чорноморка-2’ Новоселів, вул.ж/м ’Чорноморка’-2 Овідіопольська, вул.ж/м ’Чорноморка-2’ Польова, вул.ж/м ’Чорноморка’-2 Проектовна 5, вул.ж/м ’Чорноморка-2’ Соснова, вул.ж/м ’Чорноморка-2’ Тиха, вул.ж/м ’Чорноморка-2’ Червонохутірська, вул.ж/м ’Чорноморка-2’ Ширяєвська, вул.ж/м’Чорноморка’ Проектована, вул.ж/м’Чорноморка’ Проектована 1, вул.ж/м’Чорноморка’ Проектовна 3, вул.ж/мЧорноморка-2 Проектована, вул.Паркова, вул.Садова, вул.Степова, вул.’Чорноморка-2’ Маячна, лінія Дільниця 2, пров.ж/м ""Червоний Хутір"" Безіменний, пров.ж/м ""Червоний Хутір"" Дальній, пров.ж/м ""Червоний хутір"" Центральний, пров.ж/м ""Червоний Хутір"" Червоний, пров.ж/м ""Червоний Хутір"" Ялинковий, пров.ж/м ’Чорноморка’ Маячний, просп.ж/м ""Дружний"" Маршала Жукова","вул.ж/м ""Дружний"" Спортивна, 3/2, с.Лиманка, Овідіопольський р-н, Одеська обл., 65037 (нежитлове приміщення, № 427, хол)",1725,1727,2758,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510685&prejim=1,Таїровська селищна громада,,59.8840579710145
610601,"м.Почаїв – вул.Воз’єднання, вул.Волинська, вул.Гоголя, вул.Граби, вул.Грушевського, вул.Дачна, вул.Котляревського, вул.Липова: 2, 4–5; вул.Лісова, вул.М.Вовчка, вул.Миру, вул.Монастирська, вул.Нова, вул.Озерна, вул.Остапа Вишні, вул.Південна, вул.Польова, вул.Радивилівська, вул.Стельмащука, вул.Тиха, вул.Хворостецького, вул.Шатківського, вул.Юридика, вул.Ясна","вул.Шевченка, 14, м.Почаїв, Кременецький р-н, Тернопільська обл., 47025 (Почаївська районна комунальна лікарня, актова зала)",2017,2015,1630,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=610601&prejim=1,Почаївська міська громада,,-19.1869112543381
610602,"м.Почаїв – вул.Б.Хмельницького, вул.Винниченка, вул.Дорошенка, вул.Дружби, вул.Заньковецької, вул.І.Франка, вул.Кременецька: 1–27Б, 30, 32, 36, 38–40, 42, 44, 46, 48, 54, 56–58, 60–68, 70–80; вул.Крушельницької, вул.Липова: 1, 3, 7–69; вул.Л.Українки, вул.Макаренка, вул.Паркова, вул.Садова, вул.Спортивна, вул.Суворова, вул.Толстого, вул.Фабрична, пров.Спортивний","вул.Шевченка, 15, м.Почаїв, Кременецький р-н, Тернопільська обл., 47025 (Почаївська загальноосвітня школа, спортивна зала)",1152,1150,1382,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=610602&prejim=1,Почаївська міська громада,,19.9652777777778
650243,с.Білогрудове,"80, с.Білогрудове, м.Гола Пристань, Херсонська обл., 75600 (бібліотека-філія, фойє)",107,108,122,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650243&prejim=1,Голопристанська міська громада,,14.018691588785
140420,с.Юр’ївка,"вул.Набережна, 30В, с.Юр’ївка, Мангушський р-н, Донецька обл., 87454 (сільський клуб, глядацька зала)",251,307,1122,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140420&prejim=1,Мангушська селищна громада,,347.011952191235
321252,"м.Бровари – вул.Лермонтова: 1–20/2; вул.Москаленка Сергія: 1–19; вул.Підприємницька, вул.Поповича, пров.Вавилова, пров.Холодильний","вул.Москаленка Сергія, 3, м.Бровари, Київська обл., 07400 (гімназія імені С.Олійника, актова зала)",2779,1778,1810,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321252&prejim=1,Броварська міська громада,,-34.8686577905721
530409,с.Єристівка,"вул.Шевченка, 51, с.Єристівка, Кременчуцький р-н, Полтавська обл., 39751 (фельдшерсько-акушерський пункт, фойє)",101,92,84,!cm_core.cm_index?option=ext_dvk&pid100=53&pf5242=530409&prejim=1,Пришибська сільська громада,,-16.8316831683168
140588,"м.Авдіївка – вул.Виноградна, вул.Донецька, вул.Лесі Українки, вул.Незалежності: 1–1В, 3, 5–9, 13, 15, 17–17А, 19, 21, 23А–216; вул.Первомайська: 48, 50, 52, 54, 58–60, 62–291; вул.Сапронова, вул.Соборна: 2–46, 49; вул.Степова, вул.Фестивальна, вул.Чистякова, вул.Шестакова, пров.Аптекарський, пров.Залізничний, пров.Кар’єрний, пров.Коцюбинського, пров.Робочий, пров.Стадіонний, пров.Стрілковий, пров.Толстого, пров.50-ти річчя АКХЗ, квартал МПС: 1, 2, 35, 37–60, 66–72, 74–74А, 76–90, 104; 437 км, 438 км, 442 км","вул.Виноградна, 1, м.Авдіївка, Донецька обл., 86060 (школа №1, спортзал, 1-й поверх)",1378,1376,2464,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140588&prejim=1,Авдіївська міська громада,,78.8098693759071
140589,"м.Авдіївка – вул.Дружби, вул.Заводська, вул.Каштанова, вул.Княгині Ольги, вул.Коксохіміків, вул.Котляревського, вул.Красна: 1–79, 81–83, 85, 87, 89–91, 95, 97, 99, 101–101А; вул.Металургів, вул.Миру, вул.Незалежності: 2, 4, 12, 14, 16, 18, 20, 22; вул.Нечаєва, вул.Первомайська: 3–47, 49, 51, 53, 55–57, 61; вул.Перемоги, вул.Поштова, вул.Садова, вул.Свободи, вул.Сільгосптехніки, вул.Соборна: 48, 52–200; вул.Тимірязєва, вул.Чехова, пров.Благодатний, пров.Гурова, пров.Світлий, пров.Солов’яненко, пров.Театральний, пров.Тісний, квартал МПС: 1А, 2А–34, 36, 63, 73, 75, 93;","вул.Поштова, 23, м.Авдіївка, Донецька обл., 86060 (ПТУ №43, спортивний зал, 1-й поверх)",915,915,2410,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140589&prejim=1,Авдіївська міська громада,,163.387978142077
140592,"м.Авдіївка – вул.Абрикосова, вул.Белінського, вул.Весняна, вул.Дачна, вул.Джерельна, вул.Добролюбова, вул.Довіри, вул.Єлагіна, вул.Зелена, вул.Колосова, вул.Красна: 80, 84, 86–86А, 88, 92, 96, 98, 100, 102–211; вул.Леваневського, вул.Лермонтова, вул.Ломоносова, вул.Некрасова, вул.Паркова, вул.Пушкіна, вул.Спортивна, вул.Суворова, вул.Тургенєва, вул.Франка, вул.Чайковського, вул.Чепижного, вул.Чкалова, вул.Шевченка, вул.8 Березня, пров.Больничний, пров.Клубний, пров.Лісний, пров.Нахімова, пров.Сєдова, пров.Суворова, пров.Шкільний, пров.Ясинуватський, 447 км, 448 км, 449 км, 450 км","пров.Клубний, 1, м.Авдіївка, Донецька обл., 86062 (школа №4, спортивний зал, 1-й поверх)",1025,1023,2455,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140592&prejim=1,Авдіївська міська громада,,139.512195121951
140594,"м.Авдіївка – вул.Гагаріна: 6–7, 14, 16; вул.Грушевського: 1А–79; вул.Маяковського, вул.Молодіжна: 13; просп.Центральний: 7; квартал Ювілейний: 3–10;","бульв.Шевченка, 1, м.Авдіївка, Донецька обл., 86065 (школа №6, хол, 1-й поверх)",1918,1912,2451,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140594&prejim=1,Авдіївська міська громада,,27.7893639207508
140595,"м.Авдіївка – вул.Воробйова: 1, 7–9; вул.Гагаріна: 8–9, 12–12А, 15, 18–18А; вул.Корольова: 3–6; вул.Менделеєва: 1–2, 4; вул.Соборна: 201А–324; вул.Чернишевського, просп.Центральний: 11;","вул.Менделеєва, 6, м.Авдіївка, Донецька обл., 86066 (школа №5, хол, 1-й поверх)",2174,2175,2457,!cm_core.cm_index?option=ext_dvk&pid100=14&pf5242=140595&prejim=1,Авдіївська міська громада,,13.017479300828
