number,borders,address,july,august,sept,links,rajon,country,difference
320749,"смт Козин – бульв.Французський, вул.Абрикосова, вул.Андріївська, вул.Берегова, вул.Благовісна, вул.Борисівська, вул.Весняна, вул.Вишнева, вул.Володимирська, вул.Джерельна, вул.Дніпровська, вул.Жеваги, вул.Заповідна, вул.Зарічна, вул.Золотоворітська, вул.Іржавська, вул.Київська: 33–41; вул.Козацька, вул.Липова, вул.Липська, вул.Лісна, вул.Лісова, вул.Лугова, вул.Лугова ІІ, вул.Михайлівська, вул.Монашинська, вул.Набережна, вул.Олександрівська, вул.Олексіївська, вул.Осіння, вул.Партизанська: 1; вул.Пейзажна, вул.Піддворецька, вул.Подільська, вул.Приозерна, вул.Садова, вул.Сергіївська, вул.Смоленська, вул.Солов’яненка: 1–85Г; вул.Старокиївська, вул.Урочище Дубки, вул.Центральна, вул.Чистоводська, вул.Шевченка: 1–65; вул.Щаслива, пл.Республіки, пров.Ветеранський, пров.Іржавський, пров.Козацький, пров.Колінченка, пров.Краєвидний, пров.Ландшафтний, пров.Луговий, пров.Мистецтва, пров.Огородній, пров.Олексіївський, пров.Очеретний, пров.Піддворецький, пров.Приозерний, пров.Рибальський, пров.Садовий, пров.Софіївський, пров.Спортивний, пров.Старокиївський, пров.Столичний, пров.Театральний, пров.Ханський, тупик Верховної Ради","вул.Партизанська, 3, смт Козин, Обухівський р-н, Київська обл., 08711 (школа, спортивна зала)",1974,1987,1713,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320749&prejim=1,Козинська селищна громада,,-13.2218844984802
320750,"смт Козин – вул.Андрія Малишка, вул.Березнева, вул.Вереснева, вул.Гагаріна, вул.Дачна, вул.Домаха, вул.Затишна, вул.Зоряна, вул.Київська: 1–32, 43–169; вул.Кожедуба, вул.Лобановського, вул.Л.Українки, вул.Мальовнича, вул.Миру, вул.Мистецька, вул.Молодіжна, вул.Набережно-Лугова, вул.Нова, вул.Обухівське шосе, вул.Озерна, вул.Пайова, вул.Партизанська: 4–41А; вул.Південна, вул.Плютовська, вул.Покровська, вул.Престижна, вул.Придорожна, вул.П’ятихатська, вул.Різдвяна, вул.Рудиківська, вул.Солов’їна, вул.Солов’яненка: 87–454; вул.Сонячна, вул.ТІЗ ’Обрій-К’, вул.Т.Чиженко, вул.Урожайна, вул.Франка, вул.Шевченка: 67–151; вул.Шервурдська, вул.Юності, пров.Боровий, пров.Вербовий, пров.Вересневий, пров.Гостинний, пров.Дачний, пров.Дніпровий, пров.Електричний, пров.Затишний, пров.Зоряний, пров.Каштановий, пров.Кедровий, пров.Київський, пров.Кожедуба, пров.Кооперативний, пров.Лісовий, пров.Мальовничий, пров.Миру, пров.Мистецький, пров.Молодіжний, пров.Набережно-Луговий, пров.Новий, пров.Озерний, пров.Південний, пров.Престижний, пров.Привітний, пров.П’ятихатський, пров.Романтичний, пров.Рудиківський, пров.Сосновий, пров.Тихий, пров.Фермерський, пров.Шевченка, пров.Шосейний, пров.Ясний","вул.Партизанська, 1А, смт Козин, Обухівський р-н, Київська обл., 08711 (будинок культури, фойє)",1200,1209,1608,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320750&prejim=1,Козинська селищна громада,,34
320762,"с.Старі Безрадичі, с.Березове, с.Капустяна, с.Конюша, с.Нові Безрадичі, с.Паращина, с.Тарасівка","вул.Київська, 3В, с.Старі Безрадичі, Обухівський р-н, Київська обл., 08714 (Будинок культури, мала зала)",725,990,991,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320762&prejim=1,Козинська селищна громада,,36.6896551724138
460980,с.Глуховичі,"вул.Центральна, 4, с.Глуховичі, Пустомитівський р-н, Львівська обл., 81145 (народний дім, актова зала)",69,69,87,!cm_core.cm_index?option=ext_dvk&pid100=46&pf5242=460980&prejim=1,Підберізцівська сільська громада,,26.0869565217391
230743,"м.Мелітополь – вул.Олеся Гончара: 27, 29, 31, 33, 35, 37–107; просп.50-річчя Перемоги: 22–26 к.2, 28;","вул.Пушкіна, 77, м.Мелітополь, Запорізька обл., 72301 (школа №4, вестибюль)",1833,1827,2137,!cm_core.cm_index?option=ext_dvk&pid100=23&pf5242=230743&prejim=1,Мелітопольська міська громада,,16.5848336061102
320076,с.Сорокотяги,"вул.Центральна, 1А, с.Сорокотяги, Білоцерківський р-н, Київська обл., 09155 (школа, фойє)",484,493,537,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320076&prejim=1,Маловільшанська сільська громада,,10.9504132231405
611098,"м.Тернопіль – вул.Далека, вул.С. Будного: 1–6, 46–50; вул.Тролейбусна","вул.Тролейбусна, 12, м.Тернопіль, Тернопільська обл., 46027 (Тернопільська дослідна станція Інституту ветеринарної медицини, фойє, 1-й поверх)",2633,1941,2000,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611098&prejim=1,Тернопільська міська громада,,-24.0410178503608
611099,"м.Тернопіль – вул.Бережанська: 43–49, 53–59; вул.Лучаківського: 1–2, 4, 8–8А; вул.С. Будного: 28, 32А–32Б; вул.Степова: 53, 55–55Б, 57, 59, 64–70А;","вул.Тролейбусна, 7, м.Тернопіль, Тернопільська обл., 46027 (КП ""Тернопільелектротранс"", актова зала, 3-й поверх)",2467,2070,2066,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611099&prejim=1,Тернопільська міська громада,,-16.2545601945683
611100,"м.Тернопіль – вул.Бережанська: 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39; вул.В. Громницького: 1–4, 9; вул.Лучаківського: 7, 9; вул.Макаренка: 4–5, 7; вул.Максима Кривоноса: 6, 8;","вул.Макаренка, 1А, м.Тернопіль, Тернопільська обл., 46027 (ТНВК ЗОШ І-ІІІ ступенів №9 ім. І. Блажкевич, фойє, 1-й поверх)",2318,1981,1977,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611100&prejim=1,Тернопільська міська громада,,-14.7109577221743
611101,"м.Тернопіль – бульв.Просвіти: 12; вул.В. Винниченка: 4, 6; вул.Лучаківського: 7А, 11, 13, 15; вул.Максима Кривоноса: 2–2В, 14; вул.Надзбручанська, вул.Степова: 1–16;","вул.Максима Кривоноса, 2, м.Тернопіль, Тернопільська обл., 46027 (Тернопільський національний педагогічний університет, фойє, 1-й поверх)",2411,1920,1979,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611101&prejim=1,Тернопільська міська громада,,-17.9178763998341
611102,"м.Тернопіль – бульв.Просвіти: 13–23; вул.В. Винниченка: 10; вул.Лучаківського: 6–6А, 10, 12А; вул.С. Будного: 26, 57;","вул.В. Винниченка, 2, м.Тернопіль, Тернопільська обл., 46027 (ТЗОШ І-ІІІ ступенів №16 ім. В. Левицького, фойє, 1-й поверх)",2455,2096,2104,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611102&prejim=1,Тернопільська міська громада,,-14.2973523421589
611106,"м.Тернопіль – вул.М. Карпенка: 4–4А, 6, 8, 10, 12–12В, 14, 26–26В; вул.С. Будного: 12–22Б;","вул.В. Винниченка, 10, м.Тернопіль, Тернопільська обл., 46018 (Інженерно-педагогічний факультет ТНПУ, корпус №2, 1-й поверх)",2466,1963,1961,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611106&prejim=1,Тернопільська міська громада,,-20.4785077047851
611107,"м.Тернопіль – вул.М. Драгоманова: 4; вул.М. Карпенка: 15А, 17, 18В–25; вул.Миру: 9–13; вул.Юності","вул.Юності, 11, м.Тернопіль, Тернопільська обл., 46018 (ТСШ І-ІІІ ступенів №7, фойє, 1-й поверх)",2507,1866,1863,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=611107&prejim=1,Тернопільська міська громада,,-25.6880733944954
